"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Range","__Period","__Factor","__Forecast","__Peak & Trough","__Spread Percentage","__Show Trendline","__Trend Direction","__Show Price Close","__Show MA01","__Show MA02","__Show Trend","__Show RSI","__Show MACDV","__Show SignalV","__Show Condition","__Show Momentum","__MACD-V Fast","__MACD-V Slow","__MACD-V Signal","__ATR","__Show TF MN","__MA1","__MA2","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__1L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__9L","__OS","__OB","__10. MA:","__Type","__10L","__11. EMA Difference:","__EMA 1","__EMA 2","__13. Bias:","__13L","__P","__14. TimeFrame:","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak","__Win Streak","__Row Loss InDay","__DrawDown %","__InDay Loss %","__Daily Trades","__Weekly Trades","__Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance","__Active Filters","__5m","__15m","__30m","__45m","__1h","__2h","__3h","__4h","__1d","__Show Trade Stats⚠️🐌","comment"
-246.46,-24.65,-296.55,-29.66,50.09,5.01,738.45,73.84,289.02,28.90,449.43,44.94,984.91,98.49,585.57,58.56,399.34,39.93,129.58,13.81,274.99,27.00,152.60,15.26,-0.14,-0.17,0.75,0.49,1.13,3333.00,3167.00,3333.00,8.38,1.11,111.79,52.95,58.84,86.00,41.00,45.00,1.00,1.00,0,33.00,12.00,21.00,53.00,29.00,24.00,38.37,29.27,46.67,-2.87,-0.29,-7.23,-0.82,1.11,0.19,22.38,2.67,24.08,2.87,21.40,2.56,18.58,2.14,20.19,2.35,16.64,1.89,1.20,1.19,1.29,76.44,9.10,76.44,9.10,36.66,4.70,56.16,6.26,56.16,6.26,33.78,3.84,28.00,30.00,27.00,27.00,29.00,26.00,29.00,30.00,28.00,0,0,0,140.00,85.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-364.63,-36.46,-243.85,-24.39,-120.78,-12.08,715.57,71.56,363.30,36.33,352.26,35.23,1080.20,108.02,607.16,60.72,473.04,47.30,155.01,15.79,384.11,37.71,152.60,15.26,-0.23,-0.26,0.66,0.60,0.75,3333.00,3222.00,3333.00,0,0,112.15,57.06,55.09,91.00,47.00,44.00,0,0,0,34.00,17.00,17.00,57.00,30.00,27.00,37.36,36.17,38.64,-4.01,-0.46,-5.19,-0.62,-2.75,-0.29,21.05,2.66,21.37,2.72,20.72,2.60,18.95,2.32,20.24,2.50,17.52,2.11,1.11,1.06,1.18,68.90,9.10,68.90,9.10,31.58,4.70,52.86,6.26,52.86,6.26,42.02,4.43,27.00,31.00,24.00,25.00,29.00,21.00,29.00,32.00,25.00,0,0,0,160.00,60.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-145.73,-14.57,-162.11,-16.21,16.38,1.64,927.84,92.78,379.51,37.95,548.33,54.83,1073.57,107.36,541.62,54.16,531.95,53.19,142.46,13.49,182.45,17.79,151.30,15.13,-0.07,-0.08,0.86,0.70,1.03,3473.00,3307.00,3473.00,8.52,1.00,125.26,53.56,71.69,87.00,37.00,50.00,1.00,1.00,0,39.00,15.00,24.00,48.00,22.00,26.00,44.83,40.54,48.00,-1.68,-0.14,-4.38,-0.43,0.33,0.07,23.79,2.53,25.30,2.69,22.85,2.43,22.37,2.31,24.62,2.55,20.46,2.11,1.06,1.03,1.12,83.93,9.10,83.93,9.10,44.22,4.70,61.66,6.26,61.66,6.26,37.27,3.84,29.00,35.00,25.00,27.00,32.00,23.00,31.00,37.00,27.00,0,0,0,190.00,90.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-261.41,-26.14,-305.36,-30.54,43.94,4.39,828.16,82.82,353.92,35.39,474.24,47.42,1089.58,108.96,659.28,65.93,430.30,43.03,180.72,18.10,296.90,29.15,151.30,15.13,-0.14,-0.19,0.76,0.54,1.10,3333.00,3201.00,3333.00,0,0,119.29,57.54,61.74,92.00,45.00,47.00,0,0,0,34.00,13.00,21.00,58.00,32.00,26.00,36.96,28.89,44.68,-2.84,-0.29,-6.79,-0.74,0.93,0.14,24.36,2.90,27.22,3.31,22.58,2.65,18.79,2.16,20.60,2.39,16.55,1.88,1.30,1.32,1.37,74.49,9.10,74.49,9.10,58.41,6.54,54.73,6.26,54.73,6.26,35.72,4.08,27.00,28.00,27.00,24.00,25.00,23.00,29.00,29.00,30.00,0,0,0,80.00,70.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
130.15,13.01,107.55,10.76,22.60,2.26,514.21,51.42,331.27,33.13,182.94,18.29,384.06,38.41,223.72,22.37,160.35,16.03,309.72,26.50,159.66,15.67,151.30,15.13,0.10,0.17,1.34,1.48,1.14,3330.00,3233.00,3330.00,0,0,52.45,28.72,23.74,35.00,19.00,16.00,0,0,0,15.00,9.00,6.00,20.00,10.00,10.00,42.86,47.37,37.50,3.72,0.39,5.66,0.61,1.41,0.13,34.28,3.46,36.81,3.74,30.49,3.05,19.20,1.91,22.37,2.21,16.03,1.61,1.79,1.65,1.90,87.06,9.10,87.06,9.10,51.37,4.97,32.48,3.38,32.48,3.38,27.94,2.68,27.00,29.00,26.00,29.00,33.00,22.00,26.00,25.00,28.00,0,0,0,120.00,100.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-188.38,-18.84,-226.18,-22.62,37.80,3.78,790.20,79.02,310.57,31.06,479.63,47.96,978.58,97.86,536.75,53.67,441.83,44.18,123.50,13.49,250.65,24.61,151.95,15.19,-0.09,-0.12,0.81,0.58,1.09,3451.00,3245.00,3451.00,0,0,109.83,47.59,62.24,84.00,37.00,47.00,0,0,0,36.00,13.00,23.00,48.00,24.00,24.00,42.86,35.14,48.94,-2.24,-0.21,-6.11,-0.65,0.80,0.13,21.95,2.62,23.89,2.90,20.85,2.45,20.39,2.33,22.36,2.57,18.41,2.09,1.08,1.07,1.13,72.76,9.10,72.76,9.10,38.33,4.70,53.46,6.26,53.46,6.26,32.31,3.84,30.00,36.00,26.00,25.00,28.00,22.00,34.00,40.00,29.00,0,0,0,220.00,80.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-165.33,-16.53,-228.76,-22.88,63.43,6.34,874.69,87.47,385.17,38.52,489.52,48.95,1040.02,104.00,613.94,61.39,426.09,42.61,188.21,18.12,187.44,18.40,151.95,15.19,-0.07,-0.11,0.84,0.63,1.15,3333.00,3205.00,3333.00,0,0,120.65,59.95,60.70,88.00,44.00,44.00,0,0,0,35.00,15.00,20.00,53.00,29.00,24.00,39.77,34.09,45.45,-1.88,-0.17,-5.20,-0.53,1.44,0.19,24.99,2.80,25.68,2.91,24.48,2.72,19.62,2.13,21.17,2.31,17.75,1.91,1.27,1.21,1.38,77.50,9.10,77.50,9.10,60.77,6.54,56.94,6.26,56.94,6.26,39.14,4.08,29.00,30.00,28.00,25.00,27.00,23.00,32.00,31.00,32.00,0,0,0,100.00,70.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
6.83,0.68,-17.97,-1.80,24.80,2.48,347.67,34.77,179.43,17.94,168.24,16.82,340.84,34.08,197.40,19.74,143.44,14.34,270.34,24.54,187.95,18.45,151.62,15.16,0.01,0.02,1.02,0.91,1.17,3294.00,3294.00,3281.00,0,0,41.25,19.77,21.48,29.00,14.00,15.00,0,0,0,10.00,4.00,6.00,19.00,10.00,9.00,34.48,28.57,40.00,0.24,0.07,-1.28,-0.06,1.65,0.18,34.77,3.75,44.86,4.96,28.04,2.94,17.94,1.87,19.74,2.06,15.94,1.66,1.94,2.27,1.76,80.61,9.10,80.61,9.10,48.73,4.97,31.68,3.38,31.68,3.38,25.87,2.68,23.00,27.00,20.00,21.00,31.00,15.00,24.00,25.00,23.00,0,0,0,70.00,95.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-73.12,-7.31,-123.70,-12.37,50.58,5.06,237.15,23.71,70.36,7.04,166.79,16.68,310.27,31.03,194.06,19.41,116.21,11.62,118.60,11.07,124.84,11.87,142.35,14.24,-0.07,-0.10,0.76,0.36,1.44,3266.00,3266.00,3221.00,0,0,33.82,17.58,16.25,23.00,12.00,11.00,0,0,0,10.00,4.00,6.00,13.00,8.00,5.00,43.48,33.33,54.55,-3.18,-0.30,-10.31,-1.05,4.60,0.52,23.71,2.43,17.59,1.78,27.80,2.85,23.87,2.39,24.26,2.46,23.24,2.28,0.99,0.73,1.20,41.87,4.14,31.77,3.16,41.87,4.14,49.52,4.93,49.52,4.93,40.41,3.84,31.00,35.00,27.00,30.00,34.00,28.00,32.00,36.00,27.00,0,0,0,160.00,40.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-287.44,-28.74,-267.17,-26.72,-20.27,-2.03,736.12,73.61,344.93,34.49,391.19,39.12,1023.56,102.36,612.10,61.21,411.46,41.15,142.53,14.81,306.08,30.05,152.27,15.23,-0.19,-0.22,0.72,0.56,0.95,3333.00,3168.00,3333.00,0,0,112.18,54.67,57.51,87.00,43.00,44.00,0,0,0,33.00,14.00,19.00,54.00,29.00,25.00,37.93,32.56,43.18,-3.30,-0.35,-6.21,-0.69,-0.46,-0.03,22.31,2.66,24.64,2.98,20.59,2.43,18.95,2.20,21.11,2.46,16.46,1.89,1.18,1.17,1.25,76.48,9.10,76.48,9.10,33.54,4.14,56.19,6.26,56.19,6.26,34.42,4.08,30.00,32.00,28.00,27.00,28.00,26.00,32.00,33.00,30.00,0,0,0,130.00,70.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-71.02,-7.10,-92.55,-9.26,21.53,2.15,344.32,34.43,161.48,16.15,182.84,18.28,415.34,41.53,254.03,25.40,161.30,16.13,124.58,12.91,178.15,17.49,152.27,15.23,-0.06,-0.08,0.83,0.64,1.13,3315.00,3255.00,3315.00,0,0,49.62,25.95,23.66,36.00,19.00,17.00,0,0,0,14.00,7.00,7.00,22.00,12.00,10.00,38.89,36.84,41.18,-1.97,-0.17,-4.87,-0.49,1.27,0.18,24.59,2.75,23.07,2.60,26.12,2.89,18.88,2.03,21.17,2.29,16.13,1.72,1.30,1.09,1.62,44.57,4.97,34.67,4.12,44.57,4.97,43.91,4.53,43.91,4.53,30.33,3.24,25.00,29.00,20.00,23.00,27.00,20.00,26.00,31.00,20.00,0,0,0,120.00,90.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-69.71,-6.97,-2.86,-0.29,-66.85,-6.69,236.99,23.70,121.19,12.12,115.80,11.58,306.70,30.67,124.05,12.40,182.65,18.27,117.12,12.21,165.29,16.53,142.67,14.27,-0.06,-0.08,0.77,0.98,0.63,3290.00,3167.00,3290.00,0,0,32.61,13.74,18.87,24.00,10.00,14.00,0,0,0,9.00,5.00,4.00,15.00,5.00,10.00,37.50,50.00,28.57,-2.90,-0.26,-0.29,-0.06,-4.78,-0.49,26.33,3.02,24.24,2.76,28.95,3.35,20.45,2.23,24.81,2.63,18.27,2.03,1.29,0.98,1.59,39.82,4.70,30.58,3.45,39.82,4.70,45.79,4.77,45.79,4.77,33.83,3.84,21.00,30.00,15.00,14.00,19.00,8.00,25.00,40.00,18.00,0,0,0,180.00,75.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-353.54,-35.35,-327.04,-32.70,-26.50,-2.65,677.87,67.79,204.45,20.45,473.42,47.34,1031.40,103.14,531.49,53.15,499.91,49.99,100.79,10.89,394.47,37.90,151.95,15.19,-0.29,-0.33,0.66,0.39,0.95,3406.00,3267.00,3406.00,0,0,103.96,45.13,58.84,81.00,36.00,45.00,0,0,0,28.00,10.00,18.00,53.00,26.00,27.00,34.57,27.78,40.00,-4.36,-0.50,-9.08,-1.06,-0.59,-0.05,24.21,2.88,20.45,2.51,26.30,3.09,19.46,2.29,20.44,2.43,18.52,2.15,1.24,1.00,1.42,51.99,6.54,37.84,5.01,51.99,6.54,53.14,6.26,53.14,6.26,38.55,4.43,27.00,31.00,23.00,28.00,30.00,27.00,26.00,31.00,21.00,0,0,0,100.00,30.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-167.15,-16.72,-166.48,-16.65,-0.67,-0.07,672.15,67.22,216.98,21.70,455.17,45.52,839.30,83.93,383.46,38.35,455.84,45.58,134.71,14.12,289.56,27.82,151.95,15.19,-0.11,-0.14,0.80,0.57,1.00,3450.00,3316.00,3450.00,0,0,96.63,39.46,57.16,70.00,29.00,41.00,0,0,0,30.00,11.00,19.00,40.00,18.00,22.00,42.86,37.93,46.34,-2.39,-0.23,-5.74,-0.62,-0.02,-0.05,22.41,2.51,19.73,2.22,23.96,2.67,20.98,2.28,21.30,2.35,20.72,2.22,1.07,0.93,1.16,41.48,4.92,37.01,4.38,41.48,4.92,49.04,4.93,49.04,4.93,40.88,4.43,26.00,29.00,24.00,24.00,21.00,26.00,27.00,33.00,21.00,0,0,0,170.00,25.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
