"Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Max Run-up","Max Run-up %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__-> Dst","__1. ADX","__10. MA","__11. EMA Difference","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__6. High/Low Filter","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__:","__ATR Length","__Add ％","__Bars","__Breakeven on TP","__Candle Coloring","__Daily Trades  ","__Dashboard Size","__DrawDown ％","__End To       ","__Factor Range","__Fixed RR","__Fri","__From Cluster","__Historical Bars Calculation","__InDay Loss ％ ","__Length","__Location","__Lookback","__Loss Streak   ","__Maximum Iteration Steps","__Mon","__Monthly Performance","__Performance Memory","__Performance Summary","__Row Loss InDay","__Sat","__Select Session Days","__Session End ","__Session Start","__Show Dashboard","__Show Signals","__Size","__Srart From ","__Step","__Stop Loss","__Stop Loss Type","__Sun","__Take Profit LV 1","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Take Profit Type","__Thu","__Timezones: Src","__Tue","__Use Net Profit","__Wed","__Weekly Trades","__Win Streak   ","__ ATR Period  ","__ CoolDown # Bars","__ HH / LL   ","__ Len","__ Long Deals    ","__ MA Stop","__ Multiplier","__ Profit ＄    ","__ Profit ％    ","__ R:R    1:","__ ReEntry Deal  ","__ ReOpen Deal","__ Reverse Deals","__ SL 0 Position","__ Short Deals","__ Step","__ Stop ＄  ","__ Stop ％  ","__ Trailing ％  ","__ Wait End Deal ","__  LO / HI ","__     Order Size","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__﻿","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","comment"
89.00,94.00,82.00,82.00,93.00,70.00,70.00,90.00,50.00,,,,9.60,9.16,10.13,,,,-2.25,-2.45,-2.04,,,,11.54,11.81,11.30,98.86,,142.30,75.26,67.05,,,,595.10,311.35,283.74,,,,380.96,188.93,192.03,,,,18.97,18.97,16.55,,,,21.02,17.01,21.02,0,0,0,0,0,0,221.94,,110.38,,,,,-214.13,-122.42,-91.71,62.00,34.00,28.00,33.00,16.00,17.00,2.49,,34.74,32.00,37.78,0.64,0.61,0.68,1.20,1.29,1.12,-0.76,-0.63,95.00,50.00,45.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",3.00,333.00,4.50,1.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 4 => 3."
39.00,41.00,37.00,39.00,40.00,37.00,37.00,35.00,38.00,,,,6.32,6.05,6.66,,,,-3.08,-3.42,-2.69,,,,8.17,8.04,8.27,98.90,,249.04,132.73,116.31,,,,833.85,447.49,386.36,,,,310.41,136.65,173.76,,,,12.79,12.79,11.77,,,,17.70,16.46,17.70,0,0,0,0,0,0,533.89,,32.75,,,,,-523.43,-310.84,-212.59,132.00,74.00,58.00,38.00,17.00,21.00,3.03,,22.35,18.68,26.58,0.37,0.31,0.45,1.29,1.33,1.24,-6.51,-0.99,170.00,91.00,79.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
115.00,109.00,123.00,118.00,125.00,110.00,122.00,149.00,96.00,,,,13.23,12.15,14.80,,,,-1.80,-2.25,-1.26,,,,13.05,12.92,13.18,98.90,,103.28,57.21,46.08,,,,516.09,279.36,236.72,,,,391.55,193.86,197.69,,,,24.67,24.67,21.48,,,,22.59,19.37,22.59,0,0,0,0,0,0,170.62,,121.22,,,,,-124.53,-85.50,-39.04,39.00,23.00,16.00,30.00,15.00,15.00,2.51,,43.48,39.47,48.39,0.76,0.69,0.84,0.99,1.06,0.89,-0.63,-0.55,69.00,38.00,31.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",4.00,333.00,4.50,1.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
225.00,206.00,243.00,259.00,221.00,299.00,337.00,249.00,470.00,,,,17.91,17.59,18.20,,,,-0.62,1.50,-2.88,,,,39.13,36.49,43.09,99.21,,50.30,25.53,24.76,,,,411.93,193.48,218.46,,,,391.33,218.96,172.37,,,,30.81,30.81,26.66,,,,57.13,42.15,57.13,0,0,0,0,0,0,113.81,,151.78,,,,,-20.60,25.49,-46.09,23.00,11.00,12.00,10.00,6.00,4.00,29.35,,30.30,35.29,25.00,0.95,1.13,0.79,2.19,2.08,2.37,-0.27,-0.32,33.00,17.00,16.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,2.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
227.00,237.00,217.00,210.00,194.00,227.00,178.00,118.00,246.00,,,,17.42,16.97,17.90,,,,-2.53,-2.76,-2.27,,,,24.28,22.10,26.76,99.21,,63.32,33.51,29.81,,,,470.31,237.58,232.73,,,,364.14,176.83,187.31,,,,30.63,30.63,26.57,,,,39.53,29.05,39.53,0,0,0,0,0,0,165.22,,82.52,,,,,-106.17,-60.75,-45.42,27.00,14.00,13.00,15.00,8.00,7.00,2.55,,35.71,36.36,35.00,0.77,0.74,0.81,1.39,1.30,1.50,-1.00,-0.71,42.00,22.00,20.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,1.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 2.7 => 1.9."
245.00,247.00,243.00,276.00,248.00,303.00,343.00,249.00,484.00,,,,18.17,18.05,18.26,,,,1.33,4.94,-2.05,,,,42.28,39.43,46.56,100.17,,47.48,22.65,24.83,,,,381.54,162.47,219.07,,,,422.84,236.61,186.23,,,,30.97,30.97,26.67,,,,61.68,45.65,61.68,0,0,0,0,0,0,111.54,,206.41,,,,,41.30,74.14,-32.84,21.00,9.00,12.00,10.00,6.00,4.00,29.44,,32.26,40.00,25.00,1.11,1.46,0.85,2.33,2.18,2.55,0.02,0.02,31.00,15.00,16.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,2.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.9 => 2.9."
504.00,787.00,80.00,1044.00,582.00,1813.00,1944.00,276.00,5279.00,,,,31.46,30.90,32.29,,,,17.49,13.46,24.21,,,,99.08,80.01,137.22,100.79,,12.86,8.38,4.48,,,,157.28,92.70,64.58,,,,297.22,160.00,137.22,,,,49.37,49.37,38.76,,,,137.22,85.92,137.22,0,0,0,0,0,0,78.86,,268.88,,,,,139.94,67.30,72.64,5.00,3.00,2.00,3.00,2.00,1.00,33.71,,37.50,40.00,33.33,1.89,1.73,2.13,3.15,2.59,4.25,0.65,2.55,8.00,5.00,3.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
503.00,787.00,77.00,1184.00,713.00,1811.00,2886.00,493.00,5279.00,,,,32.53,30.76,35.18,,,,12.18,-1.21,30.03,,,,123.93,87.44,160.44,100.94,,11.24,6.80,4.45,,,,162.64,92.28,70.36,,,,247.87,87.43,160.44,,,,49.10,49.10,38.46,,,,160.44,87.44,160.44,0,0,0,0,0,0,110.15,,213.56,,,,,85.23,-4.86,90.09,5.00,3.00,2.00,2.00,1.00,1.00,33.54,,28.57,25.00,33.33,1.52,0.95,2.28,3.81,2.84,4.56,0.27,1.01,7.00,4.00,3.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,4.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 4."
409.00,238.00,478.00,686.00,331.00,990.00,1009.00,377.00,2272.00,,,,28.63,28.05,28.86,,,,18.74,34.88,4.90,,,,74.01,66.35,89.31,100.17,,20.54,9.21,11.33,,,,200.41,56.10,144.31,,,,443.97,265.36,178.61,,,,42.83,42.83,37.03,,,,92.90,69.98,92.90,0,0,0,0,0,0,115.57,,299.96,,,,,243.56,209.26,34.30,7.00,2.00,5.00,6.00,4.00,2.00,32.78,,46.15,66.67,28.57,2.22,4.73,1.24,2.59,2.37,3.09,0.67,1.93,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,3.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
198.00,195.00,202.00,206.00,198.00,217.00,214.00,201.00,230.00,,,,22.34,20.05,26.05,,,,-0.79,-0.94,-0.58,,,,19.78,19.76,19.81,100.21,,65.42,38.38,27.04,,,,469.11,260.67,208.44,,,,435.19,237.11,198.08,,,,42.69,42.69,33.63,,,,34.43,34.43,33.73,0,0,0,0,0,0,133.19,,147.94,,,,,-33.92,-23.56,-10.35,21.00,13.00,8.00,22.00,12.00,10.00,2.67,,51.16,48.00,55.56,0.93,0.91,0.95,0.89,0.99,0.76,-0.56,-0.54,43.00,25.00,18.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 1."
381.00,346.00,422.00,352.00,268.00,449.00,311.00,165.00,486.00,,,,24.74,22.23,27.60,,,,-0.02,0.64,-0.79,,,,33.69,31.14,36.75,100.21,,39.69,21.73,17.96,,,,371.06,177.85,193.21,,,,370.63,186.86,183.77,,,,42.46,42.46,36.74,,,,49.88,36.90,49.88,0,0,0,0,0,0,119.41,,130.44,,,,,-0.43,9.01,-9.44,15.00,8.00,7.00,11.00,6.00,5.00,2.68,,42.31,42.86,41.67,1.00,1.05,0.95,1.36,1.40,1.33,-0.28,-0.36,26.00,14.00,12.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1 => 1.7."
273.00,297.00,227.00,249.00,253.00,244.00,220.00,189.00,260.00,,,,22.75,21.00,26.01,,,,-2.85,-3.89,-1.21,,,,22.03,20.82,23.58,100.21,,54.60,33.66,20.95,,,,455.08,273.02,182.05,,,,352.45,187.38,165.08,,,,42.45,42.45,33.65,,,,38.06,38.06,37.28,0,0,0,0,0,0,174.09,,111.86,,,,,-102.62,-85.65,-16.98,20.00,13.00,7.00,16.00,9.00,7.00,2.65,,44.44,40.91,50.00,0.77,0.69,0.91,0.97,0.99,0.91,-1.25,-0.78,36.00,22.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 1.1."
288.00,339.00,230.00,361.00,228.00,505.00,470.00,50.00,891.00,,,,25.99,23.95,28.33,,,,-5.55,-6.39,-4.65,,,,25.10,21.70,28.51,98.71,,37.92,20.04,17.88,,,,389.89,191.59,198.30,,,,251.04,108.50,142.54,,,,47.93,47.93,37.96,,,,42.48,26.51,42.48,0,0,0,0,0,0,193.66,,81.96,,,,,-138.85,-83.08,-55.76,15.00,8.00,7.00,10.00,5.00,5.00,2.49,,40.00,38.46,41.67,0.64,0.57,0.72,0.97,0.91,1.01,-0.83,-0.65,25.00,13.00,12.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,1.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
273.00,297.00,227.00,249.00,253.00,244.00,220.00,189.00,260.00,,,,22.75,21.00,26.01,,,,-2.85,-3.89,-1.21,,,,22.03,20.82,23.58,98.63,,54.60,33.66,20.95,,,,455.08,273.02,182.05,,,,352.45,187.38,165.08,,,,42.45,42.45,33.65,,,,38.06,38.06,37.28,0,0,0,0,0,0,174.09,,111.86,,,,,-102.62,-85.65,-16.98,20.00,13.00,7.00,16.00,9.00,7.00,2.49,,44.44,40.91,50.00,0.77,0.69,0.91,0.97,0.99,0.91,-1.25,-0.78,36.00,22.00,14.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.10,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 8 => 7."
436.00,600.00,342.00,593.00,459.00,709.00,1024.00,272.00,3278.00,,,,23.64,24.61,23.08,,,,0.68,12.10,-9.32,,,,67.55,61.07,87.01,98.63,,23.40,10.58,12.82,,,,259.99,98.45,161.54,,,,270.17,183.17,87.00,,,,36.76,36.76,31.86,,,,87.01,64.20,87.01,0,0,0,0,0,0,101.71,,117.51,,,,,10.18,84.72,-74.54,11.00,4.00,7.00,4.00,3.00,1.00,32.18,,26.67,42.86,12.50,1.04,1.86,0.54,2.86,2.48,3.77,-0.21,-0.24,15.00,7.00,8.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 6."
245.00,235.00,254.00,309.00,231.00,388.00,470.00,225.00,878.00,,,,17.90,17.90,17.90,,,,1.31,4.34,-1.72,,,,49.35,44.38,57.64,98.25,,42.83,21.07,21.77,,,,358.02,161.09,196.93,,,,394.77,221.88,172.90,,,,30.80,30.80,26.70,,,,71.94,53.60,71.94,0,0,0,0,0,0,129.68,,176.65,,,,,36.75,60.79,-24.04,20.00,9.00,11.00,8.00,5.00,3.00,29.61,,28.57,35.71,21.43,1.10,1.38,0.88,2.76,2.48,3.22,0,0,28.00,14.00,14.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,3.40,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 6 => 5."
385.00,362.00,401.00,490.00,399.00,581.00,621.00,429.00,940.00,,,,26.52,25.20,27.39,,,,11.37,18.68,4.05,,,,58.73,53.80,66.95,98.29,,28.04,13.74,14.30,,,,265.15,100.81,164.34,,,,469.74,268.93,200.81,,,,42.91,42.91,36.90,,,,80.43,60.57,80.43,0,0,0,0,0,0,115.14,,290.87,,,,,204.59,168.12,36.47,10.00,4.00,6.00,8.00,5.00,3.00,32.84,,44.44,55.56,33.33,1.77,2.67,1.22,2.21,2.13,2.44,0.51,1.45,18.00,9.00,9.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.7."
190.00,238.00,159.00,885.00,378.00,1392.00,1579.00,471.00,3243.00,,,,31.59,31.77,31.46,,,,23.01,26.44,19.58,,,,77.61,65.26,96.14,98.21,,15.84,7.64,8.20,,,,157.93,63.55,94.39,,,,388.02,195.76,192.26,,,,48.59,48.59,38.25,,,,107.25,69.39,107.25,0,0,0,0,0,0,133.21,,315.84,,,,,230.09,132.21,97.88,5.00,2.00,3.00,5.00,3.00,2.00,25.50,,50.00,60.00,40.00,2.46,3.08,2.04,2.46,2.05,3.06,0.51,1.36,10.00,5.00,5.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",8.00,333.00,4.50,2.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 8."
352.00,295.00,392.00,439.00,327.00,550.00,569.00,359.00,919.00,,,,25.07,22.80,26.69,,,,6.61,13.39,-0.17,,,,54.14,49.58,61.72,98.21,,31.01,15.18,15.83,,,,300.83,114.00,186.83,,,,433.04,247.90,185.14,,,,42.77,42.77,36.86,,,,74.29,55.73,74.29,0,0,0,0,0,0,115.05,,244.05,,,,,132.21,133.90,-1.69,12.00,5.00,7.00,8.00,5.00,3.00,32.62,,40.00,50.00,30.00,1.44,2.17,0.99,2.16,2.17,2.31,0.35,0.78,20.00,10.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 3.4 => 2.5."
